Device_ID,Timestamp,Device_Type,Battery_Level,Signal_Strength_dBm,Latency_ms,Data_Volume_MB,Local_Model_Accuracy,Privacy_Budget_Used,User_Heart_Rate,Location_X,Location_Y
DEV_08312,2025-01-06 18:32:00,AutonomousVehicle,49.66,-48.9,3.471,20.69,0.7365,0.84,45,926.14,299.79
DEV_08313,2025-01-06 18:33:00,Wearable,36.24,-65.0,7.352,4.18,0.7884,1.33,69,426.94,56.94
DEV_08314,2025-01-06 18:34:00,Wearable,55.44,-81.4,3.843,15.44,0.7651,0.41,73,21.7,427.52
DEV_08315,2025-01-06 18:35:00,SmartSensor,62.27,-55.4,1.608,40.59,0.7913,3.71,90,223.12,730.06
DEV_08316,2025-01-06 18:36:00,IndustrialController,11.4,-57.6,4.874,69.24,0.8314,4.67,85,131.23,617.91
DEV_08317,2025-01-06 18:37:00,IndustrialController,39.61,-58.4,3.055,16.95,0.8491,3.95,59,787.95,879.76
DEV_08318,2025-01-06 18:38:00,AutonomousVehicle,33.84,-68.9,2.913,99.13,0.9465,0.46,81,636.53,957.32
DEV_08319,2025-01-06 18:39:00,AutonomousVehicle,13.01,-49.9,8.662,16.46,0.8879,3.5,96,674.83,758.53
DEV_08320,2025-01-06 18:40:00,IndustrialController,58.22,-64.6,0.555,13.12,0.7891,4.65,84,756.59,223.74
DEV_08321,2025-01-06 18:41:00,AutonomousVehicle,97.44,-52.4,3.616,32.05,0.7091,4.27,74,571.33,12.03
DEV_08322,2025-01-06 18:42:00,AutonomousVehicle,26.34,-56.3,0.528,18.86,0.8571,0.55,83,534.21,397.94
DEV_08323,2025-01-06 18:43:00,IndustrialController,20.54,-40.3,3.922,2.38,0.9233,2.16,83,722.05,647.7
DEV_08324,2025-01-06 18:44:00,IndustrialController,62.43,-60.2,2.808,32.03,0.8929,1.17,63,28.91,412.67
DEV_08325,2025-01-06 18:45:00,AutonomousVehicle,83.52,-77.9,0.669,140.9,0.7944,1.7,60,760.86,425.29
DEV_08326,2025-01-06 18:46:00,IndustrialController,24.45,-52.9,1.877,137.44,0.7244,2.21,72,908.6,900.68
DEV_08327,2025-01-06 18:47:00,IndustrialController,90.12,-52.0,5.869,11.43,0.8269,3.64,66,555.49,926.36
DEV_08328,2025-01-06 18:48:00,SmartSensor,69.4,-51.0,2.932,13.52,0.7167,2.47,61,665.82,121.69
DEV_08329,2025-01-06 18:49:00,IndustrialController,43.28,-44.4,5.982,48.14,0.8584,0.8,74,106.62,384.63
DEV_08330,2025-01-06 18:50:00,IndustrialController,68.97,-70.2,8.143,12.7,0.7025,4.59,57,132.74,536.66
DEV_08331,2025-01-06 18:51:00,SmartSensor,57.96,-57.2,3.524,9.02,0.8575,0.42,60,111.85,935.7
DEV_08332,2025-01-06 18:52:00,Wearable,72.38,-69.9,4.125,465.65,0.822,1.1,65,129.8,817.44
DEV_08333,2025-01-06 18:53:00,SmartSensor,55.66,-38.7,10.27,154.89,0.7431,4.25,76,289.43,231.72
DEV_08334,2025-01-06 18:54:00,AutonomousVehicle,75.28,-50.8,5.049,101.07,0.8894,4.61,71,110.43,497.26
DEV_08335,2025-01-06 18:55:00,SmartSensor,25.26,-49.8,10.407,88.38,0.79,3.4,59,890.12,375.91
DEV_08336,2025-01-06 18:56:00,IndustrialController,80.75,-62.7,6.946,34.78,0.7428,3.91,72,311.98,299.79
DEV_08337,2025-01-06 18:57:00,IndustrialController,30.61,-60.7,2.919,83.43,0.7565,2.32,69,787.57,826.18
DEV_08338,2025-01-06 18:58:00,SmartSensor,88.54,-78.7,1.18,100.55,0.9132,3.71,96,70.35,750.4
DEV_08339,2025-01-06 18:59:00,SmartSensor,55.19,-39.8,7.579,76.28,0.9387,4.18,58,611.68,304.31
DEV_08340,2025-01-06 19:00:00,IndustrialController,54.42,-63.4,2.149,13.96,0.7597,4.95,74,872.51,191.79
DEV_08341,2025-01-06 19:01:00,AutonomousVehicle,35.11,-59.3,1.244,75.3,0.756,3.23,97,334.16,48.87
DEV_08342,2025-01-06 19:02:00,SmartSensor,14.05,-45.4,2.036,19.36,0.9337,4.6,93,745.57,878.1
DEV_08343,2025-01-06 19:03:00,SmartSensor,13.83,-38.3,7.198,4.7,0.7174,4.45,82,451.5,145.51
DEV_08344,2025-01-06 19:04:00,IndustrialController,57.51,-59.1,6.562,35.16,0.9388,0.94,53,722.44,426.83
DEV_08345,2025-01-06 19:05:00,Wearable,82.56,-46.5,8.268,56.4,0.7173,3.96,83,961.63,21.63
DEV_08346,2025-01-06 19:06:00,Wearable,87.85,-61.3,4.933,6.87,0.91,3.45,65,160.57,124.95
DEV_08347,2025-01-06 19:07:00,AutonomousVehicle,43.49,-48.5,0.226,2.75,0.916,4.8,80,71.68,31.92
DEV_08348,2025-01-06 19:08:00,IndustrialController,36.47,-43.8,4.389,49.13,0.7108,0.25,58,257.76,817.14
DEV_08349,2025-01-06 19:09:00,SmartSensor,74.18,-71.4,0.535,72.52,0.8392,4.18,48,936.2,916.39
DEV_08350,2025-01-06 19:10:00,AutonomousVehicle,66.42,-73.6,6.824,33.76,0.7941,3.3,55,277.73,664.89
DEV_08351,2025-01-06 19:11:00,Wearable,72.81,-61.7,1.973,5.49,0.8203,4.84,65,412.95,742.88
DEV_08352,2025-01-06 19:12:00,Wearable,34.24,-71.6,7.001,89.77,0.8371,2.43,67,226.92,317.5
DEV_08353,2025-01-06 19:13:00,AutonomousVehicle,59.67,-73.6,0.092,42.1,0.7596,0.95,70,169.21,715.68
DEV_08354,2025-01-06 19:14:00,Wearable,75.02,-40.5,5.243,33.93,0.7696,0.92,77,211.02,913.71
DEV_08355,2025-01-06 19:15:00,IndustrialController,94.6,-81.6,3.945,8.78,0.7288,1.53,66,378.36,227.3
DEV_08356,2025-01-06 19:16:00,AutonomousVehicle,36.58,-66.2,4.809,19.77,0.8918,3.79,70,419.11,294.61
DEV_08357,2025-01-06 19:17:00,Wearable,68.15,-53.1,5.418,35.38,0.7412,2.9,87,538.64,915.41
DEV_08358,2025-01-06 19:18:00,SmartSensor,56.61,-55.4,5.225,53.88,0.9341,1.18,83,442.4,769.35
DEV_08359,2025-01-06 19:19:00,AutonomousVehicle,82.15,-77.0,5.971,64.03,0.834,4.44,58,376.33,755.4
DEV_08360,2025-01-06 19:20:00,SmartSensor,77.35,-61.3,0.747,2.41,0.9157,4.71,78,531.78,502.65
DEV_08361,2025-01-06 19:21:00,AutonomousVehicle,77.21,-64.5,10.444,28.16,0.8288,0.83,79,302.84,561.15
DEV_08362,2025-01-06 19:22:00,Wearable,25.93,-59.8,4.447,47.53,0.9469,3.89,72,868.75,176.37
DEV_08363,2025-01-06 19:23:00,AutonomousVehicle,42.01,-48.4,0.531,57.38,0.784,1.69,64,80.87,424.31
DEV_08364,2025-01-06 19:24:00,IndustrialController,96.23,-39.7,3.858,3.67,0.9025,2.37,67,417.41,885.42
DEV_08365,2025-01-06 19:25:00,SmartSensor,65.54,-51.6,2.773,21.78,0.7413,2.15,60,436.39,927.05
DEV_08366,2025-01-06 19:26:00,SmartSensor,62.66,-66.4,1.529,61.05,0.8267,4.99,63,87.36,894.44
DEV_08367,2025-01-06 19:27:00,Wearable,22.2,-51.3,2.608,14.75,0.9481,1.58,56,819.96,531.35
DEV_08368,2025-01-06 19:28:00,AutonomousVehicle,18.38,-57.9,0.871,0.77,0.8026,1.5,74,153.65,690.15
DEV_08369,2025-01-06 19:29:00,Wearable,23.11,-58.2,2.237,18.83,0.9098,1.3,77,247.77,646.1
DEV_08370,2025-01-06 19:30:00,IndustrialController,35.76,-66.1,0.296,61.58,0.8247,2.88,71,547.46,332.83
DEV_08371,2025-01-06 19:31:00,Wearable,24.55,-48.6,7.256,35.42,0.9028,2.75,101,913.52,842.23
DEV_08372,2025-01-06 19:32:00,AutonomousVehicle,86.66,-67.5,6.032,110.93,0.8874,3.15,83,582.12,959.52
DEV_08373,2025-01-06 19:33:00,SmartSensor,68.46,-58.4,3.918,65.66,0.8852,3.16,53,99.58,660.31
DEV_08374,2025-01-06 19:34:00,IndustrialController,61.86,-65.7,1.435,4.91,0.8646,1.26,86,815.32,179.78
DEV_08375,2025-01-06 19:35:00,Wearable,86.06,-49.6,4.733,19.22,0.8741,2.18,88,611.02,371.75
DEV_08376,2025-01-06 19:36:00,Wearable,51.37,-54.0,2.702,33.83,0.8869,0.78,76,844.86,529.88
DEV_08377,2025-01-06 19:37:00,AutonomousVehicle,72.0,-68.5,4.232,6.4,0.8537,4.99,80,461.02,147.99
DEV_08378,2025-01-06 19:38:00,IndustrialController,19.79,-72.9,2.343,71.84,0.9319,4.1,87,299.76,882.75
DEV_08379,2025-01-06 19:39:00,IndustrialController,16.37,-46.8,14.021,13.34,0.7615,2.72,79,30.68,748.35
DEV_08380,2025-01-06 19:40:00,SmartSensor,46.85,-58.4,4.413,6.99,0.7819,4.96,58,212.54,855.25
DEV_08381,2025-01-06 19:41:00,Wearable,15.79,-62.7,2.033,113.94,0.7595,3.17,68,788.38,46.02
DEV_08382,2025-01-06 19:42:00,IndustrialController,68.51,-60.4,8.361,7.37,0.7379,1.79,93,918.13,850.03
DEV_08383,2025-01-06 19:43:00,AutonomousVehicle,71.74,-70.2,0.916,3.04,0.842,4.06,63,33.52,771.35
DEV_08384,2025-01-06 19:44:00,AutonomousVehicle,92.16,-66.9,10.563,35.3,0.7967,1.17,92,839.27,945.91
DEV_08385,2025-01-06 19:45:00,Wearable,36.64,-58.3,4.567,34.68,0.8432,2.43,64,143.98,243.77
DEV_08386,2025-01-06 19:46:00,SmartSensor,42.7,-61.6,3.748,6.66,0.7959,2.34,84,380.35,453.48
DEV_08387,2025-01-06 19:47:00,Wearable,37.55,-48.5,5.902,23.23,0.8857,2.15,82,917.87,260.13
DEV_08388,2025-01-06 19:48:00,Wearable,44.47,-46.1,1.94,15.19,0.9226,4.67,78,629.83,250.57
DEV_08389,2025-01-06 19:49:00,IndustrialController,82.36,-55.1,9.829,50.01,0.7225,3.83,93,264.86,127.34
DEV_08390,2025-01-06 19:50:00,Wearable,81.89,-54.1,2.555,61.94,0.8656,2.18,67,435.02,443.01
DEV_08391,2025-01-06 19:51:00,AutonomousVehicle,75.07,-61.0,7.044,37.95,0.9044,2.42,60,638.26,421.05
DEV_08392,2025-01-06 19:52:00,Wearable,77.83,-70.5,5.471,16.8,0.8692,4.8,65,945.78,417.27
DEV_08393,2025-01-06 19:53:00,AutonomousVehicle,84.3,-51.1,5.502,26.35,0.8154,1.19,85,807.52,942.02
DEV_08394,2025-01-06 19:54:00,SmartSensor,23.52,-64.2,3.556,46.0,0.8797,2.22,77,37.07,750.12
DEV_08395,2025-01-06 19:55:00,Wearable,80.66,-64.0,4.588,3.63,0.8934,1.33,68,253.53,721.58
DEV_08396,2025-01-06 19:56:00,AutonomousVehicle,83.63,-70.7,1.509,88.15,0.8278,1.27,81,661.96,440.35
DEV_08397,2025-01-06 19:57:00,IndustrialController,61.77,-45.9,1.652,62.37,0.935,0.75,80,697.67,547.65
DEV_08398,2025-01-06 19:58:00,AutonomousVehicle,32.51,-59.7,0.463,68.65,0.8454,3.27,101,280.54,70.41
DEV_08399,2025-01-06 19:59:00,SmartSensor,15.84,-57.0,2.617,85.86,0.7669,3.28,88,699.91,245.16
DEV_08400,2025-01-06 20:00:00,AutonomousVehicle,46.77,-53.2,1.928,58.53,0.9106,4.2,80,853.67,951.8
DEV_08401,2025-01-06 20:01:00,SmartSensor,56.41,-53.6,5.071,116.03,0.8065,4.29,73,900.69,653.89
DEV_08402,2025-01-06 20:02:00,Wearable,58.51,-55.9,6.989,25.88,0.7517,0.48,65,604.65,880.04
DEV_08403,2025-01-06 20:03:00,IndustrialController,85.81,-55.2,6.785,9.23,0.7502,4.16,83,302.77,12.86
DEV_08404,2025-01-06 20:04:00,SmartSensor,56.13,-70.3,1.238,127.8,0.8497,0.47,66,977.78,930.65
DEV_08405,2025-01-06 20:05:00,IndustrialController,73.53,-47.7,1.773,18.51,0.8995,0.34,72,260.48,858.01
DEV_08406,2025-01-06 20:06:00,AutonomousVehicle,74.3,-60.9,3.428,28.88,0.7276,4.78,89,181.3,712.52
DEV_08407,2025-01-06 20:07:00,Wearable,17.6,-87.3,1.891,57.11,0.8494,0.5,84,472.73,848.83
DEV_08408,2025-01-06 20:08:00,SmartSensor,72.95,-75.8,3.217,148.42,0.8359,2.27,88,21.97,27.58
DEV_08409,2025-01-06 20:09:00,AutonomousVehicle,39.02,-48.2,5.732,13.72,0.8022,4.56,56,122.93,796.77
DEV_08410,2025-01-06 20:10:00,SmartSensor,90.0,-53.2,1.078,30.17,0.938,3.23,81,302.04,749.19
DEV_08411,2025-01-06 20:11:00,AutonomousVehicle,73.28,-55.3,6.297,91.35,0.8725,1.97,92,608.32,1.46
DEV_08412,2025-01-06 20:12:00,AutonomousVehicle,14.79,-50.5,4.659,5.36,0.802,0.17,44,181.6,916.95
DEV_08413,2025-01-06 20:13:00,Wearable,23.85,-65.7,6.681,16.13,0.7494,3.34,66,919.21,997.73
DEV_08414,2025-01-06 20:14:00,IndustrialController,78.07,-45.0,0.75,7.22,0.9321,4.97,71,472.1,542.19
DEV_08415,2025-01-06 20:15:00,IndustrialController,60.19,-55.2,0.859,37.61,0.7695,2.79,74,706.89,314.76
DEV_08416,2025-01-06 20:16:00,SmartSensor,42.89,-52.8,2.945,7.24,0.7778,4.45,73,764.02,908.18
DEV_08417,2025-01-06 20:17:00,IndustrialController,88.75,-45.8,4.263,2.01,0.9126,1.99,60,798.0,840.64
DEV_08418,2025-01-06 20:18:00,IndustrialController,69.18,-63.3,7.24,83.49,0.8456,3.62,73,370.44,847.66
DEV_08419,2025-01-06 20:19:00,IndustrialController,98.47,-75.6,10.953,255.59,0.8519,3.84,89,882.7,576.27
DEV_08420,2025-01-06 20:20:00,SmartSensor,54.21,-56.8,2.926,0.16,0.8838,4.71,80,532.8,807.56
DEV_08421,2025-01-06 20:21:00,AutonomousVehicle,80.5,-69.9,2.555,31.94,0.7135,2.65,82,825.42,20.9
DEV_08422,2025-01-06 20:22:00,AutonomousVehicle,45.99,-70.0,5.545,86.96,0.8063,3.86,80,333.7,494.39
DEV_08423,2025-01-06 20:23:00,Wearable,71.49,-70.0,3.194,135.38,0.7215,3.79,58,943.12,731.58
DEV_08424,2025-01-06 20:24:00,SmartSensor,38.94,-53.0,2.046,11.68,0.9353,1.83,66,985.31,524.45
DEV_08425,2025-01-06 20:25:00,AutonomousVehicle,45.44,-41.5,0.756,19.6,0.7828,3.98,63,128.62,284.73
DEV_08426,2025-01-06 20:26:00,SmartSensor,13.04,-74.8,3.692,43.26,0.8478,0.79,61,124.99,881.32
DEV_08427,2025-01-06 20:27:00,SmartSensor,18.6,-65.4,1.117,2.9,0.8124,2.06,73,386.74,158.83
DEV_08428,2025-01-06 20:28:00,IndustrialController,37.68,-59.9,2.27,31.29,0.7641,1.82,73,845.44,346.72
DEV_08429,2025-01-06 20:29:00,Wearable,57.06,-62.9,1.077,52.35,0.9059,0.2,90,76.3,15.95
DEV_08430,2025-01-06 20:30:00,AutonomousVehicle,36.5,-51.9,0.396,31.49,0.8836,0.65,78,765.05,839.67
DEV_08431,2025-01-06 20:31:00,AutonomousVehicle,44.98,-68.9,3.002,139.32,0.7065,4.11,87,980.55,806.38
DEV_08432,2025-01-06 20:32:00,SmartSensor,59.48,-56.0,1.083,26.64,0.8283,0.8,71,1.78,842.95
DEV_08433,2025-01-06 20:33:00,SmartSensor,98.62,-52.8,1.785,60.21,0.8401,2.47,73,65.1,434.76
DEV_08434,2025-01-06 20:34:00,SmartSensor,93.64,-71.5,4.817,62.42,0.7607,3.44,68,787.32,599.36
DEV_08435,2025-01-06 20:35:00,SmartSensor,19.52,-47.8,0.078,84.77,0.8391,3.28,70,695.49,915.94
DEV_08436,2025-01-06 20:36:00,SmartSensor,88.78,-65.4,0.627,39.16,0.7293,0.4,66,881.4,402.87
DEV_08437,2025-01-06 20:37:00,AutonomousVehicle,52.87,-47.8,1.186,7.98,0.882,4.97,87,255.9,285.75
DEV_08438,2025-01-06 20:38:00,IndustrialController,63.57,-59.2,3.109,107.62,0.7925,4.1,80,842.76,396.22
DEV_08439,2025-01-06 20:39:00,SmartSensor,71.56,-68.4,7.712,30.96,0.7111,2.91,66,717.23,523.63
DEV_08440,2025-01-06 20:40:00,SmartSensor,40.16,-66.6,2.12,23.07,0.849,4.2,102,278.49,592.75
DEV_08441,2025-01-06 20:41:00,Wearable,67.66,-56.5,3.123,105.93,0.7227,0.66,94,204.32,389.2
DEV_08442,2025-01-06 20:42:00,IndustrialController,74.34,-51.2,9.199,26.89,0.7086,4.56,83,365.24,99.53
DEV_08443,2025-01-06 20:43:00,AutonomousVehicle,29.04,-78.8,2.009,194.54,0.8439,2.66,52,494.37,575.12
DEV_08444,2025-01-06 20:44:00,SmartSensor,63.85,-71.3,2.668,9.21,0.7169,1.69,88,616.73,134.51
DEV_08445,2025-01-06 20:45:00,AutonomousVehicle,14.0,-75.6,0.92,27.5,0.7719,3.55,75,359.23,448.44
DEV_08446,2025-01-06 20:46:00,Wearable,98.76,-70.0,0.691,84.56,0.7488,1.08,94,619.36,565.67
DEV_08447,2025-01-06 20:47:00,IndustrialController,27.26,-65.4,4.062,125.41,0.8485,1.92,61,767.85,598.34
DEV_08448,2025-01-06 20:48:00,Wearable,14.73,-53.1,8.199,39.45,0.9152,1.47,78,159.32,4.15
DEV_08449,2025-01-06 20:49:00,Wearable,27.47,-44.2,2.663,7.11,0.7376,4.48,71,167.08,289.04
DEV_08450,2025-01-06 20:50:00,SmartSensor,96.86,-46.8,8.692,32.1,0.8992,1.29,65,740.47,805.82
DEV_08451,2025-01-06 20:51:00,SmartSensor,44.55,-54.6,2.159,1.02,0.9202,4.39,65,631.12,34.52
DEV_08452,2025-01-06 20:52:00,IndustrialController,28.98,-44.5,3.391,9.75,0.8549,0.96,71,876.92,210.13
DEV_08453,2025-01-06 20:53:00,SmartSensor,67.66,-38.4,0.94,31.17,0.7391,2.49,91,982.66,677.7
DEV_08454,2025-01-06 20:54:00,AutonomousVehicle,26.99,-63.2,5.143,38.34,0.8097,4.35,62,664.84,428.31
DEV_08455,2025-01-06 20:55:00,IndustrialController,33.33,-66.7,2.109,55.6,0.7402,3.91,57,828.35,874.65
DEV_08456,2025-01-06 20:56:00,AutonomousVehicle,86.32,-41.1,9.743,49.27,0.8475,3.06,72,954.88,827.29
DEV_08457,2025-01-06 20:57:00,AutonomousVehicle,92.37,-63.1,2.86,4.3,0.79,3.48,81,721.02,323.4
DEV_08458,2025-01-06 20:58:00,AutonomousVehicle,13.94,-77.2,3.363,26.82,0.7583,1.48,62,403.77,482.99
DEV_08459,2025-01-06 20:59:00,AutonomousVehicle,79.67,-61.6,3.954,47.13,0.9048,2.38,88,718.94,768.05
DEV_08460,2025-01-06 21:00:00,SmartSensor,26.86,-70.5,5.727,193.59,0.807,4.64,65,22.61,609.59
DEV_08461,2025-01-06 21:01:00,AutonomousVehicle,91.01,-72.9,4.577,19.15,0.7219,1.87,68,920.52,69.87
DEV_08462,2025-01-06 21:02:00,Wearable,23.2,-62.3,3.681,62.65,0.8787,4.57,75,36.94,648.0
DEV_08463,2025-01-06 21:03:00,SmartSensor,99.89,-45.0,2.879,52.33,0.8436,2.93,84,622.22,251.92
DEV_08464,2025-01-06 21:04:00,Wearable,42.79,-43.1,1.876,12.67,0.8535,4.25,72,225.35,703.52
DEV_08465,2025-01-06 21:05:00,SmartSensor,84.34,-80.0,7.643,19.52,0.821,3.79,69,482.65,823.07
DEV_08466,2025-01-06 21:06:00,SmartSensor,52.17,-48.6,0.975,13.95,0.9448,0.33,69,486.57,799.56
DEV_08467,2025-01-06 21:07:00,SmartSensor,27.1,-57.5,7.371,59.39,0.7197,2.68,75,188.82,774.39
DEV_08468,2025-01-06 21:08:00,AutonomousVehicle,95.83,-60.7,8.308,17.62,0.8411,1.28,93,688.59,778.32
DEV_08469,2025-01-06 21:09:00,Wearable,45.15,-65.8,8.919,13.72,0.899,1.36,72,848.75,208.89
DEV_08470,2025-01-06 21:10:00,AutonomousVehicle,11.04,-69.4,8.475,50.83,0.7921,4.27,89,209.63,502.24
DEV_08471,2025-01-06 21:11:00,IndustrialController,13.32,-69.6,1.941,11.11,0.884,4.12,87,606.37,519.37
DEV_08472,2025-01-06 21:12:00,IndustrialController,78.27,-71.3,0.846,14.79,0.7363,0.42,88,902.1,68.7
DEV_08473,2025-01-06 21:13:00,Wearable,57.35,-69.4,6.587,56.68,0.7598,4.64,67,557.57,325.59
DEV_08474,2025-01-06 21:14:00,IndustrialController,55.06,-60.5,5.98,8.01,0.7242,0.84,59,977.4,290.67
DEV_08475,2025-01-06 21:15:00,Wearable,20.22,-56.8,4.754,16.95,0.8072,1.51,83,78.28,198.19
DEV_08476,2025-01-06 21:16:00,SmartSensor,37.87,-73.3,2.101,15.59,0.8874,0.23,83,562.21,136.03
DEV_08477,2025-01-06 21:17:00,AutonomousVehicle,41.8,-66.8,3.18,32.26,0.8871,3.42,87,716.17,801.15
DEV_08478,2025-01-06 21:18:00,SmartSensor,21.43,-58.9,2.609,24.6,0.8554,2.82,55,522.88,226.83
DEV_08479,2025-01-06 21:19:00,SmartSensor,36.83,-57.0,14.917,9.63,0.8448,0.23,87,267.44,724.83
DEV_08480,2025-01-06 21:20:00,Wearable,29.83,-54.2,4.483,7.04,0.7695,0.66,69,747.69,778.54
DEV_08481,2025-01-06 21:21:00,IndustrialController,59.97,-61.5,1.71,156.78,0.9099,4.97,80,566.2,215.4
DEV_08482,2025-01-06 21:22:00,AutonomousVehicle,61.63,-50.2,6.539,18.52,0.8692,0.19,78,356.07,878.29
DEV_08483,2025-01-06 21:23:00,AutonomousVehicle,47.67,-59.8,4.499,3.58,0.8521,3.37,82,690.55,118.93
DEV_08484,2025-01-06 21:24:00,IndustrialController,10.28,-76.0,3.202,13.76,0.773,2.39,81,861.61,78.05
DEV_08485,2025-01-06 21:25:00,IndustrialController,10.22,-71.5,4.756,25.86,0.7442,2.39,84,345.89,624.3
DEV_08486,2025-01-06 21:26:00,AutonomousVehicle,63.69,-60.5,1.161,59.71,0.8401,1.04,50,607.18,757.41
DEV_08487,2025-01-06 21:27:00,IndustrialController,12.44,-54.0,3.438,30.44,0.9364,1.27,57,956.01,875.52
DEV_08488,2025-01-06 21:28:00,SmartSensor,74.2,-61.3,5.091,48.01,0.8997,2.78,64,582.99,453.01
DEV_08489,2025-01-06 21:29:00,Wearable,81.41,-65.1,1.36,91.93,0.7619,3.98,83,135.18,346.75
DEV_08490,2025-01-06 21:30:00,IndustrialController,54.0,-54.2,2.362,17.8,0.8511,1.96,74,595.46,430.12
DEV_08491,2025-01-06 21:31:00,Wearable,80.56,-62.9,5.279,10.14,0.8587,4.65,82,258.19,577.33
DEV_08492,2025-01-06 21:32:00,AutonomousVehicle,36.36,-74.2,7.409,18.43,0.7764,2.01,78,251.34,673.04
DEV_08493,2025-01-06 21:33:00,SmartSensor,46.31,-50.3,2.021,8.46,0.937,1.92,85,561.47,62.46
DEV_08494,2025-01-06 21:34:00,AutonomousVehicle,58.42,-72.8,2.067,148.14,0.7062,2.76,79,351.53,282.32
DEV_08495,2025-01-06 21:35:00,IndustrialController,72.32,-70.3,4.176,95.04,0.802,1.7,78,195.25,132.25
DEV_08496,2025-01-06 21:36:00,IndustrialController,71.07,-33.7,5.394,82.67,0.8925,4.11,71,492.24,850.88
DEV_08497,2025-01-06 21:37:00,AutonomousVehicle,15.78,-65.5,2.152,19.56,0.8361,1.5,79,502.42,90.49
DEV_08498,2025-01-06 21:38:00,SmartSensor,32.8,-58.1,10.372,24.64,0.9141,1.07,79,666.52,364.24
DEV_08499,2025-01-06 21:39:00,SmartSensor,46.75,-80.7,4.75,51.6,0.7442,0.79,80,546.98,514.31
DEV_08500,2025-01-06 21:40:00,IndustrialController,45.43,-50.4,2.008,19.61,0.8466,4.53,59,88.18,359.12
DEV_08501,2025-01-06 21:41:00,SmartSensor,25.64,-68.8,3.331,30.53,0.937,4.03,61,65.66,970.41
DEV_08502,2025-01-06 21:42:00,AutonomousVehicle,54.79,-61.8,7.879,133.28,0.7643,1.45,108,349.94,848.04
DEV_08503,2025-01-06 21:43:00,AutonomousVehicle,66.48,-64.2,1.079,18.53,0.7806,0.49,83,177.85,571.67
DEV_08504,2025-01-06 21:44:00,SmartSensor,77.38,-69.1,4.844,7.78,0.9336,2.59,57,493.99,701.1
DEV_08505,2025-01-06 21:45:00,AutonomousVehicle,78.97,-80.0,6.557,32.32,0.7931,3.26,83,542.31,483.53
DEV_08506,2025-01-06 21:46:00,Wearable,36.79,-42.5,4.767,13.33,0.7596,2.35,63,673.06,186.68
DEV_08507,2025-01-06 21:47:00,Wearable,63.51,-72.0,9.037,34.54,0.7305,1.98,71,86.15,311.8
DEV_08508,2025-01-06 21:48:00,IndustrialController,43.28,-51.8,1.443,62.81,0.9492,2.39,59,366.43,435.49
DEV_08509,2025-01-06 21:49:00,IndustrialController,83.48,-67.9,0.85,104.22,0.9451,2.39,97,366.65,466.2
DEV_08510,2025-01-06 21:50:00,AutonomousVehicle,13.73,-65.5,1.773,22.46,0.9437,2.37,75,206.63,333.01
DEV_08511,2025-01-06 21:51:00,Wearable,26.55,-68.2,3.822,22.92,0.925,0.21,76,679.89,621.65
DEV_08512,2025-01-06 21:52:00,SmartSensor,59.14,-52.1,1.198,63.77,0.9483,0.15,88,35.78,230.74
DEV_08513,2025-01-06 21:53:00,Wearable,92.74,-51.3,2.906,44.59,0.8705,2.77,65,836.88,984.05
DEV_08514,2025-01-06 21:54:00,IndustrialController,39.23,-69.4,6.164,12.37,0.7716,2.78,75,369.23,202.25
DEV_08515,2025-01-06 21:55:00,IndustrialController,87.53,-63.2,3.327,50.93,0.8532,3.1,65,53.41,106.85
DEV_08516,2025-01-06 21:56:00,Wearable,39.94,-64.3,8.02,5.33,0.912,4.81,58,740.65,890.75
DEV_08517,2025-01-06 21:57:00,IndustrialController,60.89,-70.0,0.508,23.77,0.8812,2.77,80,586.79,49.21
DEV_08518,2025-01-06 21:58:00,AutonomousVehicle,57.02,-55.8,2.887,1.6,0.7178,4.05,88,360.5,780.28
DEV_08519,2025-01-06 21:59:00,IndustrialController,34.68,-74.8,1.328,21.69,0.9029,2.57,73,337.28,85.35
DEV_08520,2025-01-06 22:00:00,Wearable,19.88,-63.2,2.378,63.39,0.8943,0.11,78,813.4,838.88
DEV_08521,2025-01-06 22:01:00,IndustrialController,29.34,-57.3,3.342,91.61,0.8003,3.68,74,555.47,184.05
DEV_08522,2025-01-06 22:02:00,SmartSensor,21.58,-61.1,1.37,54.51,0.9292,3.29,72,111.89,440.78
DEV_08523,2025-01-06 22:03:00,IndustrialController,18.18,-67.8,3.098,6.0,0.8083,1.7,78,466.13,8.94
DEV_08524,2025-01-06 22:04:00,IndustrialController,19.85,-49.6,6.09,90.61,0.8849,4.15,68,218.58,273.44
DEV_08525,2025-01-06 22:05:00,Wearable,91.43,-60.6,2.853,5.79,0.8905,4.91,69,600.33,95.38
DEV_08526,2025-01-06 22:06:00,IndustrialController,63.47,-50.1,1.918,11.58,0.8629,1.27,66,41.36,891.84
DEV_08527,2025-01-06 22:07:00,AutonomousVehicle,56.97,-49.0,11.395,7.83,0.7826,1.61,72,382.54,598.79
DEV_08528,2025-01-06 22:08:00,SmartSensor,10.97,-81.6,5.187,33.07,0.7761,1.91,76,527.65,399.29
DEV_08529,2025-01-06 22:09:00,Wearable,12.98,-42.2,1.995,10.82,0.7844,4.03,57,133.82,685.84
DEV_08530,2025-01-06 22:10:00,Wearable,63.71,-63.0,1.951,28.52,0.7294,4.21,67,76.64,907.96
